timestamp,station_id,location,charging_type,num_chargers,voltage_level,current_flow,power_consumed,power_loss,voltage_fluctuation,ev_id,battery_capacity,charging_time,charging_power,charging_cost,predicted_power_demand,optimized_charging_power,grid_stability_score,reduced_power_loss_category,voltage_stability_category
2024-01-01 00:00:00,7,Suburban,V2G,3,243.19425621756014,10.925604634212283,2.6570442927443843,2.1529518915196695,2.1031196647831805,4523,55.09477623198349,37.72949476983539,21.44873132563788,1.9915307758441676,3.0321663500958342,3.0282686781008534,0.10028647247890565,Medium,Excellent
2024-01-01 00:15:00,15,Rural,Conventional,4,235.53881583137738,74.44449759179301,17.53456880793275,2.3443402212609565,9.699106120942922,1904,63.26060015098851,52.36464100051884,16.69506614297441,2.151447227285375,17.90253325461491,18.60627132550926,0.3361084892211431,Medium,Moderate
2024-01-01 00:30:00,11,Suburban,V2G,2,230.44286779504864,73.5621546299736,16.951873874113932,1.3575713152118696,4.802391923947361,1104,97.43758374159644,68.11715229959955,41.66861484404128,6.98505726170246,17.08284431898399,16.300963768490938,0.3792119062356344,Low,Excellent
2024-01-01 00:45:00,8,Suburban,V2G,5,231.1521788471899,66.04205868548178,15.265765760703093,3.785360230215177,9.484293530189733,3047,40.414578301938455,38.6042755374607,24.216160510377744,2.3006211955093123,15.238746742073829,14.619173765102039,0.46561869483796214,Medium,Moderate
2024-01-01 01:00:00,7,Urban,Fast,5,220.04060877146404,99.10979614781792,21.808179879581555,2.6130862372958124,6.9297904144854465,3197,88.67762020786104,108.88072655441114,26.56802873255862,7.118930708761789,21.980294339680356,23.483636682730257,0.46662075133884684,Medium,Excellent
2024-01-01 01:15:00,19,Rural,Fast,6,228.99401582695708,38.06914921873527,8.717607358713854,1.6721872594742337,3.36507526379874,1145,63.71123737693889,175.8265891029417,27.478950335414858,11.890198738207541,8.824836809012245,7.960644759800571,0.25700564347427723,Low,Excellent
2024-01-01 01:30:00,11,Rural,Fast,8,239.39376224913792,40.597467741392336,9.718780540399923,3.0206455672286565,2.288873986712511,3763,65.55812117304086,139.44800168414696,24.073245965284094,8.261356653899496,9.63451478872331,9.897480600674001,0.8502109816019876,Medium,Excellent
2024-01-01 01:45:00,11,Suburban,Fast,7,249.22583331449073,17.10454626519,4.262894796408237,4.979098815051483,3.385482939138444,1873,47.453908576582684,81.97574734146852,15.036156033205916,3.0333786924162442,4.1425256638938714,4.054608539276308,0.3555435062567456,High,Moderate
2024-01-01 02:00:00,4,Rural,Conventional,8,245.411824809517,49.85183228893637,12.234229132125874,2.232785170317114,1.3836653879954124,1298,64.92674887735265,10.765761766649073,8.656000691423444,0.22933295704982723,12.117023440271224,11.628417831633,0.22958730889251633,Medium,Moderate
2024-01-01 02:15:00,8,Urban,Conventional,2,220.70784893936587,33.49436736113633,7.392469771861303,4.611387863815236,1.8667456802616327,4238,25.851400758262713,63.25692189349038,7.631251556883813,1.1879775904484127,7.481603175017341,7.71741407815313,0.17580988341059023,High,Moderate
